연관키워드,월간검색수 ,,월평균클릭수 ,,월평균클릭률 ,,경쟁정도,월평균노출 광고수
고환피지낭종,250,"2,760",0.5,11.8,0.36%,0.65%,높음,10
전립선암수치,90,710,0.1,7,0.13%,1.06%,높음,10
급뇨,< 10,30,0,0,-,-,높음,3
급박뇨치료,10,30,0,0,-,-,높음,3
빈뇨증,60,250,0,0.8,-,0.33%,높음,10
빈뇨한의원,< 10,10,0,0.3,-,2.71%,높음,7
잔뇨감,360,"1,490",0,1.3,-,0.09%,높음,7
잔뇨감치료,10,20,0,0.3,-,1.67%,높음,3
부산정계정맥류,20,80,1.6,7.5,6.9%,10.2%,중간,3
잦은소변,130,980,0.1,3.8,0.08%,0.39%,높음,10
소변거품,750,"12,000",1.5,100.3,0.21%,0.89%,높음,10
전립선한의원,10,60,0.3,2.5,2.31%,4.1%,높음,10
센텀비뇨기과,50,370,0.4,6,0.72%,1.76%,중간,6
전립선염증상,"1,020","10,700",3.2,150.8,0.34%,1.55%,높음,10
전립선MRI검사,30,90,0,0.5,-,1.67%,높음,7
전립선염검사,60,230,0.1,0.8,0.16%,0.37%,높음,10
전립선증상,60,450,0.1,7.8,0.18%,1.98%,높음,10
성병검사비용,240,"3,480",0.5,11,0.24%,0.37%,높음,10
전립선치료,70,260,0.4,6.4,0.65%,2.72%,높음,10
전립선검사,230,"1,380",0.2,14.8,0.1%,1.14%,높음,10
PCR,"1,440","2,880",0.7,1.5,0.07%,0.08%,높음,7
비뇨기과예약,< 10,150,0.3,3.3,4.09%,2.54%,높음,7
24시간비뇨기과,20,230,0.2,4.6,0.96%,2.12%,높음,10
성기능,10,120,0,2.5,-,2.2%,높음,10
전립선비대증약,720,"3,390",7.3,122.8,1.02%,3.86%,높음,10
전립선통증,120,810,0.1,3.2,0.09%,0.41%,높음,10
성병증상,150,"1,270",0,1.8,-,0.15%,높음,10
매독증상,320,"1,860",0,0.8,-,0.05%,높음,10
트리코모나스증,40,100,0,0,-,-,높음,7
HPV예방접종,"2,000","15,000",0.6,12.5,0.04%,0.1%,높음,10
곤지름병원,10,140,0,2.6,-,1.76%,높음,10
곤지름사진,220,"3,810",0.4,14,0.2%,0.41%,높음,10
곤지름증상,150,"1,970",0,4.2,-,0.24%,높음,10
HPV바이러스검사,160,940,0,0.3,-,0.04%,높음,10
전립선암검사,220,840,0.1,10.8,0.05%,1.25%,높음,10
남자요실금,80,390,0.1,3.5,0.13%,0.91%,높음,10
전립선비대증치료약,50,250,0.4,1,0.87%,0.46%,높음,10
에이즈초기증상,380,"8,080",0.2,13.5,0.06%,0.18%,높음,10
전립선암증상,980,"10,700",3.5,103.8,0.37%,1.01%,높음,10
강남여성의원,50,160,0.3,2.6,0.62%,1.82%,높음,10
여성요도증후군,40,150,0,1,-,0.84%,높음,3
산전검사,"4,980","14,400",0.4,10.8,0.01%,0.08%,높음,10
가다실가격,380,"2,180",0.2,5,0.06%,0.27%,높음,10
임질,840,"7,970",0.1,1.8,0.02%,0.03%,높음,10
성병종류,330,"4,330",0.5,9,0.18%,0.24%,높음,10
가다실9,"4,000","30,200",1.4,21.4,0.06%,0.12%,높음,10
정액검사,320,"1,320",0.2,3.6,0.07%,0.29%,높음,10
남자성병,80,870,0.1,1,0.14%,0.13%,높음,10
PCR검사,720,"3,050",0.5,6.8,0.08%,0.24%,높음,10
성병비뇨기과,< 10,30,0.1,0.5,1.79%,1.48%,높음,7
성병의종류,20,90,0.1,0.3,0.65%,0.33%,높음,7
전립선약,400,"2,280",3.1,30.9,0.84%,1.4%,중간,8
만성전립선염,140,520,0.4,4.4,0.31%,0.91%,높음,10
MULTIPCR,< 10,< 10,0,0,-,-,높음,3
STREPTOCOCCUS,300,830,0,0,-,-,낮음,0
남자성병종류,130,"1,530",0.3,2.8,0.27%,0.21%,높음,10
성병치료,40,290,0,0.5,-,0.19%,높음,10
요도,590,"4,280",0,4.3,-,0.11%,높음,7
전립선카페,10,90,0,0.3,-,0.35%,높음,3
PCR검사비용,30,190,0,0,-,-,높음,3
페니실린주사,110,540,0,0,-,-,낮음,0
가다실9가남자,"1,300","11,000",0.1,3.6,0.02%,0.05%,높음,10
비뇨기과성병검사,90,700,0.1,2.7,0.13%,0.44%,높음,10
STD검사,860,"4,320",0.1,4.6,0.02%,0.12%,높음,10
사타구니완선,400,"3,220",1.2,12.5,0.45%,0.59%,높음,10
성병종합검사,< 10,10,0,0,-,-,높음,10
전립선시술,30,170,0.4,5.2,1.39%,3.25%,높음,7
트리코모나스,290,"1,600",0,0.8,-,0.05%,높음,10
가다실9가,"1,160","2,870",0.1,2.8,0.02%,0.14%,높음,10
전립선치료제,80,410,0.5,9,0.64%,2.35%,높음,8
STD검사비용,100,"1,250",0,3.4,-,0.3%,높음,7
전립선비대증수술잘하는병원,< 10,10,0.5,1,12.5%,6.67%,높음,10
정액검사병원,10,100,0,0.3,-,0.27%,높음,7
근처비뇨기과,950,"20,200",3.1,176.8,0.36%,0.96%,높음,10
가다실,"4,890","27,100",0.5,12.3,0.02%,0.07%,높음,10
전립선비대증치료제,40,130,0.1,1.8,0.29%,1.34%,높음,8
전립선비대증결찰술,10,40,0,0.8,-,3.75%,높음,7
가다실9가접종,40,120,0,0,-,-,높음,10
정자검사,450,"2,210",0.3,2.8,0.07%,0.14%,높음,10
가다실주사,110,820,0,1,-,0.19%,높음,10
유레아플라즈마파붐,950,"8,640",0,3.8,-,0.05%,높음,9
별내비뇨기과,60,340,0,5.4,-,1.7%,높음,10
24시비뇨기과,10,390,0,9,-,2.53%,높음,10
성교통치료,50,870,0.4,9.4,0.88%,1.17%,높음,10
요관내시경수술,10,80,0.3,0.8,2.86%,1.12%,높음,7
24시요로결석,10,140,0.3,6.2,1.88%,4.19%,높음,10
과민성방광수술,20,30,0,0,-,-,높음,3
과민성방광증후군증상,< 10,10,0,0.3,-,2.09%,높음,7
일요일비뇨기과,20,520,0,5.6,-,1.08%,높음,10
구미정관수술,20,120,0,1,-,0.98%,높음,7
분당요로결석,20,30,0.4,2.8,2.12%,8.05%,높음,9
전립선석회화,550,"2,180",0.1,1.1,0.03%,0.08%,높음,10
단백뇨검사,200,"1,140",0,1,-,0.1%,높음,10
부종치료,20,140,0,0.5,-,0.34%,높음,7
신부전,"1,460","3,740",0.5,5.3,0.04%,0.15%,높음,10
야간비뇨기과,20,180,0,3.8,-,2.18%,높음,10
한성대입구비뇨기과,< 10,10,0,0,-,-,높음,3
방광내시경비용,20,310,1.3,2.5,5.36%,0.98%,높음,7
비뇨기과내시경,< 10,30,0,0.5,-,1.4%,높음,7
신장결석내시경수술,20,110,0.3,0.8,2.05%,1.12%,높음,7
연성방광내시경,< 10,20,0,0,-,-,높음,7
요로내시경,< 10,< 10,0,0,-,-,높음,7
간질성방광염치료,30,90,0,1.3,-,1.39%,높음,10
김포요로결석,20,30,0.3,1.4,1.93%,4.03%,높음,10
자궁초음파,330,"2,010",0.3,3.3,0.1%,0.18%,높음,10
사타구니통증,420,"7,560",0.3,30.5,0.08%,0.42%,높음,10
베타미가,910,"2,210",0,0,-,-,중간,1
소변,280,"1,630",0.1,2,0.05%,0.17%,높음,10
용담사간탕,290,790,0,2.8,-,0.46%,높음,3
전립선결찰술,190,610,0.4,20.8,0.21%,3.45%,높음,10
전립선비대증한방치료,< 10,90,0,4,-,5.14%,높음,10
전립선약종류,80,360,0.1,0.9,0.25%,0.38%,높음,7
콩팥에좋은음식,470,"7,880",5.8,323,1.27%,4.28%,높음,10
파주신장내과,10,40,0.2,0.6,1.79%,1.3%,중간,6
소변잘안나올때,< 10,10,0,0,-,-,낮음,0
전립선비대증수술비용,440,"3,110",6.4,168.8,1.69%,5.86%,높음,10
전립선비대증치료방법,620,"2,980",4.4,73,0.74%,2.57%,높음,10
전립선수술비용,60,"1,010",2.3,65.6,3.49%,7.1%,높음,10
치뇨단,< 10,< 10,0,1,-,20%,낮음,0
요도내시경,20,130,0.1,2.3,0.42%,1.74%,높음,10
전립선비대,120,330,0.2,3,0.18%,0.97%,높음,10
복막투석,570,"1,940",0.4,4.8,0.08%,0.26%,높음,7
복막투석병원,< 10,10,0,0,-,-,중간,2
투석내과,10,20,1,0,11.12%,-,높음,7
여성비뇨기과의사,10,140,0.3,4.5,3.34%,3.47%,높음,10
부천심장내과,30,200,0,5.4,-,2.9%,높음,3
여성비뇨기과병원,< 10,90,0.1,3.6,3.34%,5%,높음,10
영통요로결석,20,20,0,1.5,-,6.53%,높음,7
간질성방광염약,30,90,0,0,-,-,높음,3
여성비뇨,< 10,20,0,1.5,-,7.58%,낮음,0
단순포진,"1,110","13,700",2.9,76.4,0.29%,0.61%,높음,10
헤르페스병원,60,430,0,1.7,-,0.42%,높음,10
헤르페스비뇨기과,< 10,30,0,0.3,-,0.9%,높음,7
헤르페스증상,510,"8,230",0.3,14.9,0.07%,0.2%,높음,10
헤르페스치료,90,710,0,0.8,-,0.12%,높음,10
비뇨기과잘하는곳,< 10,70,0,1.4,-,2.17%,높음,10
대음순수술,180,790,0.1,13.5,0.09%,2.07%,높음,10
대음순필러,30,160,1.5,4,7.04%,2.4%,높음,9
방광암명의,80,450,0.5,3,0.55%,0.66%,높음,10
방광암재발,40,140,0,0.5,-,0.36%,높음,10
부평비뇨기과,250,"1,160",2.2,52.6,0.9%,5.03%,높음,10
청라정관수술,10,50,0,0.6,-,1.2%,중간,5
방광암치료,70,410,0.5,3.4,0.72%,0.89%,높음,10
말초신경염,210,"1,070",0,3.8,-,0.39%,높음,10
망막염,30,310,0,1.3,-,0.64%,높음,10
시신경,150,870,0.2,0.8,0.12%,0.1%,중간,6
전립선수술비,< 10,80,0,4.6,-,5.35%,높음,7
갑상선내과,160,860,0.1,3.2,0.07%,0.41%,높음,10
암표지자검사,710,"2,290",0.1,6.5,0.03%,0.31%,높음,7
인천곤지름,20,10,0,0.2,-,1.34%,높음,7
매독치료,160,560,0,1.3,-,0.23%,높음,10
생리통산부인과,10,300,0,0.3,-,0.17%,높음,3
여자피임시술,90,"1,240",0,1.5,-,0.16%,중간,6
임신초기증상나타나는시기,230,"2,730",0,1,-,0.06%,높음,3
질건조,50,590,0,2,-,0.36%,높음,10
방광암수술,130,790,0.3,3,0.22%,0.43%,높음,10
헤르페스성병,550,"8,170",0.3,11,0.06%,0.15%,높음,7
비뇨기과추천,80,550,1.5,16.2,1.93%,3.03%,높음,10
PHI,210,430,0,0,-,-,높음,3
구미비뇨기과,160,"1,280",0.7,7.8,0.48%,0.7%,높음,10
질염산부인과,20,330,0,0.5,-,0.18%,높음,10
전립선한약,< 10,20,0,0.8,-,3%,높음,7
구로요로결석,< 10,< 10,0,0,-,-,높음,3
비뇨기과여의사,50,620,0.4,5.8,0.8%,1.02%,높음,10
동대문구비뇨기과,< 10,70,0.2,3.2,2.23%,5.12%,높음,10
입술헤르페스,"1,380","14,700",0.7,59.7,0.06%,0.45%,높음,10
전립선비대증한의원,< 10,20,0,1.1,-,4.13%,높음,7
서울비뇨기과추천,30,160,0.4,2.6,1.25%,1.69%,높음,10
남성호르몬,480,"4,720",1.1,35.2,0.25%,0.81%,높음,10
대구비뇨기과,780,"3,220",6.9,52.4,0.91%,1.74%,높음,10
PSA검사,970,"3,570",0.6,12.4,0.07%,0.34%,높음,10
인천부평비뇨기과,10,80,0,0.8,-,1.45%,높음,7
구미요로결석,10,50,0,2,-,4.35%,높음,3
헤르페스완치,130,"1,340",0,0.5,-,0.06%,높음,10
청라포경수술,< 10,10,0,0.3,-,2.44%,중간,4
서울여의사비뇨기과,< 10,30,0.1,2.3,1.5%,7.5%,높음,10
구미형곡동피부과,20,340,0.2,2.3,0.53%,0.76%,중간,7
형곡동비뇨기과,10,140,0,0,-,-,높음,3
자궁암초기증상,230,"4,620",0,23,-,0.53%,높음,10
성남비뇨기과,140,310,0.2,6.8,0.15%,2.36%,높음,10
청라비뇨기과,120,"1,050",0.1,20,0.11%,2.06%,높음,9
여성수술,60,120,0,4.4,-,3.61%,높음,10
휘경동비뇨기과,< 10,20,0,0.8,-,3.75%,높음,7
서울야간투석,< 10,< 10,0,0,-,-,중간,5
성남여성비뇨기과,< 10,30,0,1.5,-,5.56%,높음,10
여성비뇨기과추천,< 10,30,0,2.4,-,5.46%,높음,10
갑상선외과,120,460,0.6,3.8,0.54%,0.86%,높음,10
유명비뇨기과,< 10,20,0,0.8,-,2.59%,높음,7
전립선한방치료,< 10,90,0.3,3.1,2.86%,4.77%,높음,7
당뇨치료,170,590,0.1,1.3,0.06%,0.23%,높음,10
당뇨합병증,580,"2,520",0.1,6.2,0.02%,0.27%,높음,10
당뇨환자선물,100,410,0.1,4,0.11%,1.03%,높음,10
남자성병검사,200,"2,630",0.2,12.4,0.12%,0.53%,높음,10
골다공증증상,320,"4,130",0.2,32,0.07%,0.84%,높음,10
남자전립선염증상,190,"1,390",0.3,8.6,0.18%,0.63%,높음,10
폐경기,130,540,0,0,-,-,높음,10
용인포경수술,< 10,30,0.2,0.7,1.57%,1.67%,중간,6
회음부통증,60,"1,040",0.1,3.6,0.15%,0.37%,높음,10
갑상선암증상,"4,430","54,200",3.5,241.6,0.09%,0.5%,높음,10
수원암요양병원,310,430,1.4,36.2,0.46%,8.94%,높음,10
암치료병원,20,90,0,2,-,2.36%,높음,10
암환자식사,10,140,0.3,5.1,1.58%,4.16%,높음,10
위암,"1,140","5,510",0.9,7.6,0.09%,0.16%,높음,10
유방암생존율,560,"6,860",0.8,44.3,0.15%,0.72%,높음,10
구미포경수술,< 10,50,0,2.3,-,3.92%,중간,6
전립선검사방법,120,"1,010",0.7,10.4,0.62%,1.1%,높음,7
강남여성비뇨기과,20,110,0.2,4.6,0.87%,4.3%,높음,10
청량리정관수술,< 10,10,0.3,0.5,9.53%,4.17%,높음,7
네비도가격,20,30,0.1,0.8,0.47%,1.3%,높음,10
여성종합검진,10,30,0,0,-,-,높음,7
부정출혈원인,550,"8,640",0.1,5.4,0.03%,0.07%,높음,7
여성비뇨기과의원,< 10,20,0.5,0.2,8.78%,1.29%,높음,10
인천비뇨기과병원,< 10,90,0.4,9.4,6.67%,11.61%,높음,10
여성성형,100,110,0.8,4.4,0.9%,3.52%,높음,10
질리프팅,< 10,50,0,0,-,-,높음,7
질성형,610,"1,770",1.3,20.8,0.3%,1.62%,높음,10
질성형수술,540,560,0,3,-,0.67%,높음,10
질축소,10,90,0,0.8,-,0.9%,높음,7
질축소술,20,60,0.9,0.8,3.22%,1.87%,높음,9
질타이트닝,180,460,0.7,3.2,0.4%,0.72%,높음,10
질필러,"1,320","3,400",4.3,30,0.34%,0.91%,높음,10
내과독감,< 10,20,0,0,-,-,높음,7
여성갱년기치료,20,40,0.1,0.8,0.5%,1.79%,높음,7
매독완치,180,"1,140",0.1,2.5,0.07%,0.25%,높음,10
강남여성한의원,< 10,10,0,0.3,-,1.59%,높음,7
여성갱년기검사,20,60,0,0,-,-,높음,7
비뇨기과전립선,10,70,0,1,-,2.09%,높음,10
홀뮴레이저,50,90,0,0.7,-,0.95%,높음,7
전립선수치,190,"1,440",0.2,12.5,0.12%,0.95%,높음,10
부종원인,140,"1,830",0.6,12.6,0.43%,0.74%,높음,7
자궁경부이형성증,980,"5,940",0.2,5.6,0.03%,0.11%,높음,10
성북구비뇨기과,30,160,0.4,4,1.04%,2.73%,높음,10
진주시비뇨기과,< 10,110,0,0,-,-,중간,2
태전동비뇨기과,20,160,0,0.7,-,0.64%,중간,5
HPV,"3,420","20,500",1,13.4,0.04%,0.07%,높음,10
가다실접종,310,"1,300",0.1,1.7,0.06%,0.21%,높음,10
매독치료병원,< 10,40,0,0.3,-,0.52%,높음,7
천안아산내과,10,70,0,0.5,-,0.87%,높음,3
갱년기가슴두근거림,250,540,0.3,2,0.36%,0.6%,높음,7
갱년기땀,120,620,0,2.5,-,0.43%,높음,10
갱년기보약,20,40,0,0,-,-,높음,3
갱년기살빼기,30,60,0,0,-,-,높음,3
갱년기상담,< 10,30,0,0.3,-,0.81%,높음,7
갱년기영양제추천,90,160,0.6,7,0.73%,5.6%,중간,8
갱년기증상완화,40,50,0,1,-,1.76%,높음,10
갱년기증상치료,20,30,0,0.7,-,1.86%,높음,3
갱년기증후군,40,70,0,0,-,-,높음,7
갱년기치료병원,20,110,0.1,0.8,1.2%,1.14%,높음,7
갱년기치료제,40,200,0,1.8,-,1.28%,높음,7
갱년기클리닉,30,130,0.2,1.2,0.59%,0.86%,높음,10
여성갱년기치료법,< 10,< 10,0,0,-,-,높음,7
여성갱년기치료병원,< 10,< 10,0,0,-,-,낮음,0
여성갱년기한의원,< 10,10,0,0,-,-,낮음,0
여자갱년기증상,590,"4,240",0.2,22.3,0.04%,0.55%,높음,10
어깨통증원인,250,"1,270",0.6,13.2,0.25%,1.14%,높음,10
전립선초음파,490,"1,090",0.1,1.8,0.03%,0.18%,높음,10
HIV검사,230,990,0.2,5,0.1%,0.55%,높음,10
전립선염치료,190,930,0.4,10.6,0.25%,1.26%,높음,10
전립선질환,40,70,0,0.3,-,0.5%,높음,7
에이즈증상,420,"6,510",0,6.5,-,0.11%,높음,10
갑상선유방외과,20,90,0.4,0,1.79%,-,높음,7
매독검사,330,910,0,1.9,-,0.23%,높음,10
천안야간투석,10,10,0,0,-,-,중간,6
매독비뇨기과,< 10,< 10,0,0,-,-,높음,7
달서구포경수술,< 10,< 10,0,0,-,-,높음,3
갱년기병원,80,380,0,2.2,-,0.65%,높음,10
인천청라비뇨기과,< 10,10,0.4,0.3,8%,1.39%,중간,5
분비물,100,730,0,0.8,-,0.15%,높음,10
카일리나,300,"1,220",0,2.8,-,0.23%,높음,10
종로비뇨기과,"1,230",290,0,4.2,-,1.55%,높음,10
비뇨기과명의,40,370,0.1,4.6,0.22%,1.32%,높음,10
갱년기,"2,580","10,800",1.2,13,0.06%,0.13%,높음,10
도봉구신장내과,< 10,10,0,0.9,-,14.29%,높음,3
의정부투석,< 10,10,0,0,-,-,높음,3
갱년기질건조증,180,960,0,8.4,-,0.99%,높음,10
언주역비뇨기과,10,50,0,0,-,-,중간,1
광교비뇨기과,130,490,0.3,5.4,0.26%,1.17%,높음,9
가까운비뇨기과,< 10,300,0.1,7.8,2.05%,2.73%,높음,7
남성성병검사,150,"2,030",0.3,9,0.22%,0.52%,높음,10
전립선에좋은운동,90,540,0.6,25.2,0.64%,4.68%,높음,10
갱년기다이어트,710,"2,250",2.6,52.2,0.4%,2.3%,중간,8
세균성질염,440,"8,000",0.1,8,0.03%,0.11%,높음,10
당뇨소모품,20,40,0.7,0.3,3.18%,0.88%,높음,3
당뇨완치,420,"1,340",0,2.7,-,0.3%,높음,10
당뇨치료법,80,340,0.2,10.6,0.25%,3.12%,높음,10
여성갱년기증상,270,"1,390",0.1,4.9,0.05%,0.42%,높음,10
갱년기한약,120,320,0,4.2,-,1.36%,높음,10
비뇨기과병원,30,330,0.3,8.2,1.08%,2.58%,높음,10
자궁경부암증상,840,"17,100",0.2,44.2,0.03%,0.29%,높음,10
부평포경수술,< 10,10,0.8,1.1,9.44%,8.7%,높음,7
고추가안서요,< 10,10,0,0,-,-,낮음,0
남성비아그라,< 10,80,0,0,-,-,중간,6
거여동비뇨기과,20,110,0,2.4,-,2.76%,높음,10
세곡동비뇨기과,10,20,0.3,0.5,3.18%,1.87%,높음,7
갱년기안면홍조,110,170,0.2,0.8,0.16%,0.44%,높음,10
전립선염한약,< 10,< 10,0,0,-,-,높음,7
전립선염한의원,20,40,0.1,2.5,0.36%,5.56%,높음,10
옥련동비뇨기과,< 10,110,0.1,3.5,1.59%,3.22%,중간,8
주안비뇨기과,40,230,0,0.7,-,0.31%,높음,3
객담,280,"1,190",0,1.5,-,0.14%,높음,10
드레싱,990,"4,170",1.3,13.5,0.14%,0.35%,높음,8
라이넥,"1,470","2,380",0.5,4,0.05%,0.24%,높음,9
설사,"1,390","9,670",0.1,11.8,0.01%,0.14%,높음,10
열상,"2,440","4,910",0,1.5,-,0.04%,높음,7
이물,270,880,0,0.8,-,0.15%,높음,10
찢어짐,290,780,0.3,0.3,0.18%,0.07%,높음,3
화상병원,720,"8,820",3.4,65.2,0.51%,0.8%,높음,10
배란,280,"3,130",0.1,2.5,0.05%,0.09%,높음,9
여의사산부인과추천,< 10,40,0,1.6,-,3.48%,높음,10
부산여자비뇨기과,10,110,0,5,-,4.35%,높음,10
제이드비뇨기과,50,460,0,1,-,0.28%,중간,1
트리코모나스질염,380,"8,010",0,3.7,-,0.05%,높음,3
전립선염증,80,390,0.6,4.4,0.76%,1.21%,높음,10
연수동비뇨기과,30,140,0,1.8,-,1.39%,높음,9
당뇨다이어트,100,410,0,0.5,-,0.19%,높음,10
청량리비뇨기과,60,300,0.5,16.6,1.07%,6.01%,높음,10
동대문비뇨기과,30,90,0.1,2,0.29%,2.67%,높음,10
갱년기관절통,170,400,0.2,1.3,0.18%,0.48%,높음,10
남성산전검사,90,270,0,1,-,0.4%,높음,3
남자산전검사,610,"2,370",0,2.1,-,0.1%,높음,3
부산여성비뇨기과,70,690,0,8.4,-,1.23%,높음,10
비뇨의학과병원,< 10,20,0,0.5,-,2.78%,높음,7
전립선조직검사,110,770,0.6,6.6,0.48%,0.94%,높음,10
생리통,780,"5,680",0,3.6,-,0.07%,높음,10
인천연수구비뇨기과,< 10,30,0.3,2,4.77%,5.72%,높음,7
안양남성수술,10,20,0.1,0.3,0.85%,1.25%,높음,7
전립선암초기증상,50,530,0.1,6.7,0.19%,1.52%,높음,10
만성질환,720,980,0.1,1.5,0.03%,0.2%,높음,7
송파비뇨기과,140,280,0.6,5,0.45%,1.84%,높음,10
갱년기증세,30,90,0,0,-,-,높음,3
전립샘비대증치료,< 10,10,0,0,-,-,높음,7
남성곤지름,110,"1,710",0,4.6,-,0.28%,높음,10
갱년기한방치료,< 10,10,0,0,-,-,높음,7
목디스크운동,"1,420","8,570",6.8,160.3,0.52%,1.99%,높음,10
경산비뇨기과,90,610,0.3,3.9,0.34%,0.73%,높음,10
여자곤지름,50,850,0,1,-,0.13%,높음,10
서울비뇨기과,330,"1,830",1.8,10,0.62%,0.6%,높음,10
종로구비뇨기과,30,80,0,1.1,-,1.64%,높음,10
음낭수종,870,"8,170",0.1,12.4,0.05%,0.21%,높음,9
대화동비뇨기과,< 10,80,0,2,-,3.04%,중간,8
대화비뇨기과,10,70,0,0.4,-,0.6%,중간,5
드림온비뇨기과,60,320,7,19.8,10%,6.44%,낮음,1
인유두종바이러스,"1,320","10,400",0,11.6,-,0.12%,높음,10
위고비,"14,400","76,100",6.4,175,0.05%,0.25%,높음,7
부산요로결석,230,370,0.5,5.2,0.25%,1.55%,높음,10
경주비뇨기과,100,750,0,0.4,-,0.06%,높음,3
함안비뇨기과,< 10,60,0,0,-,-,중간,4
UDS,230,230,0,0,-,-,높음,3
강아지담낭,70,630,0,0.7,-,0.16%,높음,3
강아지담낭제거수술,40,150,0,0.3,-,0.44%,높음,3
강아지췌장염치료,110,"1,270",0.1,8.3,0.14%,0.93%,높음,10
만성세균성전립선염,< 10,< 10,0,0,-,-,높음,7
갱년기우울증,180,930,0.3,1.8,0.17%,0.19%,높음,10
인천서구비뇨기과,30,150,0.4,4.2,1.56%,2.33%,높음,10
자궁외임신,"1,090","10,600",0,4.1,-,0.05%,높음,10
동묘비뇨기과,10,70,0.1,2.2,0.99%,2.93%,중간,8
임신수술,10,110,0,1,-,0.76%,높음,10
사면발이,770,"5,170",0,5.4,-,0.11%,높음,10
남자필러,20,100,0.2,1.8,1.06%,1.86%,높음,10
티링제거,< 10,30,0,0,-,-,높음,3
신논현비뇨기과,20,70,0,0.3,-,0.52%,높음,3
안양요로결석,50,40,0.1,1.7,0.25%,4.33%,높음,9
HPV검사비용,130,"1,010",0.5,2.4,0.48%,0.26%,높음,10
산부인과가다실,< 10,80,0,0.3,-,0.67%,높음,7
인유두종바이러스치료,50,540,0,0.5,-,0.1%,높음,10
인유두종백신,< 10,10,0,0,-,-,높음,7
자궁경부,430,"4,220",0,3.2,-,0.09%,높음,10
자궁경부검사,30,260,0,0,-,-,높음,3
자궁경부암백신,150,"1,020",0,1.3,-,0.14%,높음,10
자궁경부확대경검사,40,500,0,0.7,-,0.17%,높음,3
팔팔정가격,320,"1,670",2.1,32.9,0.69%,2.12%,중간,5
유명한비뇨기과,< 10,40,0,0.6,-,2.06%,높음,10
비뇨기과검사,40,210,0,0.5,-,0.27%,높음,10
갱년기나이,"1,240","7,760",0.1,12.8,0.02%,0.18%,높음,7
공복혈당낮추는약,20,30,0.4,1.5,2.09%,6%,높음,8
당뇨간식,870,"4,190",5.6,58.4,0.69%,1.49%,높음,10
당뇨빵,280,"1,690",5.8,61,2.15%,3.71%,높음,8
당뇨식이,270,150,0,3.5,-,2.85%,높음,10
당뇨에좋은빵,50,250,0.1,8.5,0.21%,4.73%,높음,10
당뇨에좋은식단,30,60,0.1,4,0.26%,5.28%,높음,10
당뇨에좋은쌀,70,"1,110",1,53.8,1.36%,4.79%,높음,10
당뇨예방음식,50,60,0,1,-,1.89%,높음,10
당뇨체크,90,400,0.8,4.8,1.09%,1.81%,높음,8
당뇨측정기,470,"2,800",5.6,81.1,1.2%,3.07%,중간,8
당뇨환자에좋은음식,40,30,0,1.5,-,4.42%,높음,7
당료식물,< 10,< 10,0,0,-,-,낮음,0
당유산균,20,290,0,8.7,-,2.96%,높음,8
당측정기,120,630,0.7,15.7,0.64%,2.53%,높음,9
두유다이어트,160,"1,080",0,3.9,-,0.5%,높음,10
식전혈당,190,"2,020",0.4,23.2,0.21%,1.23%,높음,7
연속혈당측정,60,110,0.5,1.8,1%,1.37%,중간,8
인슐린저항성,"1,630","13,600",1.1,33.8,0.08%,0.28%,높음,10
임신성당뇨식단,160,830,0.8,13.2,0.49%,1.78%,높음,10
적송원,< 10,120,0.3,6.5,3.58%,5.81%,높음,8
정상혈당,390,"2,460",0.4,19.4,0.12%,0.82%,높음,7
혈당연속측정기,100,490,1.7,10.3,1.82%,2.21%,높음,8
혈당체크기,570,"2,390",3.7,51.8,0.68%,2.25%,높음,9
혈당케어유산균,70,590,2,25.2,2.4%,4.56%,높음,8
정관수술,"1,160","8,470",4.7,43,0.42%,0.54%,높음,10
부평역비뇨기과,20,140,0,9.6,-,6.33%,중간,8
전립선암이란,10,110,0,0.3,-,0.36%,높음,3
인유두종바이러스검사,220,710,0.2,0.5,0.1%,0.08%,높음,10
임신성당뇨,840,"3,880",0.4,7.5,0.05%,0.21%,높음,10
석남동비뇨기과,< 10,70,0.6,0.8,20%,1.12%,높음,7
부천여성비뇨기과,10,70,0.4,4,7.02%,6.39%,높음,10
정자검사병원,30,310,0,1.3,-,0.6%,높음,7
송도비뇨기과,170,930,0.9,14.8,0.59%,1.82%,높음,10
제기동비뇨기과,< 10,20,0,0.5,-,3.39%,높음,7
청량리역비뇨기과,< 10,40,0.4,2.2,6.07%,5.72%,중간,6
회기역비뇨기과,10,10,0,0,-,-,높음,7
에이즈검사,170,"1,090",0,3.4,-,0.32%,높음,10
위고비처방,"1,000","5,330",1.7,22.4,0.18%,0.42%,높음,7
마이코플라즈마폐렴,420,"2,280",0,0.5,-,0.03%,중간,2
비뇨기과여자의사,20,280,0,0.3,-,0.13%,높음,3
서울신장내과,60,180,0,1,-,0.54%,높음,7
헤르페스2형,"1,860","22,600",0.9,31.2,0.06%,0.15%,높음,10
연속혈당측정기,"5,140","19,900",65.3,683,1.37%,3.69%,높음,10
HIV,"2,720","9,350",1.7,6.2,0.07%,0.07%,높음,10
천안맨파워,< 10,< 10,0,0,-,-,낮음,0
천안트루맨,20,100,0,0,-,-,높음,3
여성갱년기,210,510,0.4,4,0.2%,0.82%,높음,10
비뇨기과시술,< 10,50,0,1.8,-,3.58%,높음,7
시흥투석병원,< 10,10,0,0.3,-,4.17%,높음,7
